Slime ID, Wave Number, Player Distance Fitness, Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Slime View Range Gene, Slime View Range Trait, Tower View Range Gene, Tower View Range Trait, Player View Range Gene, Player View Range Trait, Wall View Range Gene, Wall View Range Trait, Sheep View Range Gene, Sheep View Range Trait, Slime Attraction Gene, Slime Attraction Trait, Tower Attraction Gene, Tower Attraction Trait, Player Attraction Gene, Player Attraction Trait, Wall Attraction Gene, Wall Attraction Trait, Sheep Attraction Gene, Sheep Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Sprint Duration Gene, Sprint Duration Trait, Sprint Cooldown Gene, Sprint Cooldown Trait, 
94,3,772.1076,561,476,Laser,Ice,-0.00493746,0.2686988,-0.5846548,0.2411905,1.158864,9.578899,-0.5115563,5.646467,0.06931475,3.723621,0.6141776,5.502654,0.512801,5.423199,0.3569703,0.5222958,3.789169,-0.02634776,1.695859,0.3022394,0.2236459,-0.8748006,-0.7187536,0.6943024,0.03689062,0.2492484,0.05097621,2.532939,-1.130073,0.1439925,0.5114641,2.659615,3.915245,4.90227,
95,3,756.2842,293,577,Lightning,Player,2.306118,0.3956866,-2.613945,0.1606383,-4.671108,4.558856,1.139558,7.240942,-2.955029,2.494709,3.39812,7.9368,0.8423727,5.684441,-0.8129953,0.449362,1.567914,-0.2949787,-1.825283,-0.1274632,-0.001943403,-0.8808481,-0.8939097,0.6849301,-2.818506,-0.1019577,0.8006164,2.811738,1.726027,0.2556897,-0.8025174,2.250051,2.681518,4.679636,
96,3,772.0952,880,202,Fire,Blaster,0.148156,0.2762858,-2.288646,0.1719085,-0.2015903,8.311049,1.233053,7.33929,-0.3398666,3.525673,-3.237817,3.110562,0.8772663,5.712589,0.1780205,0.5111244,-3.900083,-0.7562987,-2.512993,-0.2109106,1.389906,-0.8392318,1.857314,0.8121938,-0.7714992,0.1523668,-0.01865125,2.508123,1.543658,0.24711,-0.2346456,2.426694,-0.2733068,2.160477,
97,3,768.358,112,780,Blaster,Ice,3.453876,0.4659202,-0.8246515,0.2303807,-2.10167,6.573795,0.8023794,6.892903,-2.831894,2.534267,0.1953079,5.179735,1.989931,6.654239,-1.015715,0.4368567,1.809065,-0.2672193,0.932924,0.2132899,2.201318,-0.8099477,-1.550934,0.6484576,-0.6046211,0.1726748,3.725378,4.081906,1.122317,0.2280384,0.4840789,2.65109,-0.1043306,2.369705,
98,3,754.9854,611,724,Laser,Fire,2.442375,0.4038602,-3.549233,0.1315517,-0.7748118,7.775877,1.767663,7.915825,1.147065,4.288847,2.319053,6.946901,-0.9235283,4.390406,-0.4713133,0.4705769,-0.3829681,-0.4989229,1.487824,0.2784288,0.9581994,-0.853266,-1.598826,0.6457235,1.384435,0.3995004,-0.2287026,2.434383,-3.13999,0.09237312,-0.1325448,2.458583,1.494377,4.083672,
99,3,770.3172,61,452,Balanced,Laser,2.060887,0.3811245,0.01938968,0.2698956,3.267295,11.40343,0.7422258,6.831944,-0.7063282,3.356673,0.1313843,5.131722,1.771121,6.462865,-0.9736148,0.4394477,-0.4425031,-0.5044915,-3.553234,-0.331181,0.1195688,-0.8776227,0.8572116,0.7710594,0.2664202,0.2759589,2.670809,3.594294,-2.003947,0.1190994,0.3580502,2.611816,0.1790418,2.723206,
100,3,748.8734,432,447,Laser,Acid,0.3034548,0.2841159,0.1244306,0.2751013,-1.228377,7.357363,-1.32614,4.969206,-2.043663,2.808031,-1.168835,4.232188,-0.6448435,4.57671,-0.6863216,0.4572098,-3.105878,-0.7105207,-1.711174,-0.1134068,0.3770626,-0.8705392,-0.2274807,0.7197315,0.4526815,0.2973273,-0.3215987,2.402312,-0.09913312,0.1787582,-0.6959494,2.283063,-0.4952979,1.893232,
101,3,770.5099,541,853,Laser,Ice,-0.1257178,0.2628071,2.253814,0.3925642,-2.889687,5.902899,-1.72409,4.66585,3.443357,5.652658,0.1034079,5.110817,0.8186915,5.66539,-0.4104307,0.4743706,0.9671099,-0.3619354,1.980128,0.3341708,2.367776,-0.8034591,-0.2184904,0.7201846,2.46679,0.5067513,1.195816,2.967107,0.8354566,0.2156606,-3.087931,1.580252,-3.46516,0.1515998,
102,3,752.8708,963,723,Lightning,Ice,-0.2232412,0.2581109,-3.360635,0.1370325,-0.8356135,7.719449,0.4462626,6.537228,-1.020099,3.218316,0.4050266,5.339632,0.2269924,5.203659,-2.064767,0.3737431,-4.659216,-0.7940881,-2.078327,-0.1584447,1.091577,-0.8490418,5.62172,0.9172404,-1.543673,0.05697906,2.834855,3.66824,-1.614944,0.1296862,-0.2114384,2.433941,-0.2617782,2.174633,
103,3,751.2202,410,338,Lightning,Acid,-1.386173,0.2064361,1.746377,0.3627598,-2.850254,5.93549,2.308838,8.521134,-1.376873,3.068172,3.05134,7.614777,2.761071,7.347702,-1.559175,0.403767,0.9216198,-0.3668665,3.773971,0.5166407,3.987772,-0.7316592,-2.399695,0.598706,-1.5883,0.05141711,1.132258,2.941738,-3.260617,0.08987567,1.34784,2.917259,1.943102,4.373463,
104,3,771.1243,774,699,Lightning,Player,-0.4431675,0.2477233,-3.603701,0.1300038,-4.853378,4.436647,-3.090583,3.759059,1.877542,4.703736,3.370145,7.910728,-1.381857,4.099194,1.889171,0.6159263,1.115516,-0.3457076,-0.265285,0.06674004,-0.02390955,-0.8814232,-2.195083,0.6109315,-1.735218,0.0330857,0.4075527,2.662916,7.02218,0.5635408,-0.1039712,2.467511,-1.302441,1.068773,
105,3,771.8559,650,105,Lightning,Ice,-1.200533,0.2141426,0.7772152,0.3088084,0.9544797,9.390603,-0.5359454,5.625097,-0.8214507,3.305226,1.924615,6.59683,2.482519,7.094182,-1.552655,0.4041594,-0.6696729,-0.5253561,-0.7119288,0.0110085,0.9411496,-0.8537989,2.102233,0.8213555,2.688192,0.52703,-3.329828,1.540092,-1.404914,0.1357287,-0.7657279,2.261438,1.364514,3.982462,
106,3,765.8348,167,209,Fire,Player,-1.666123,0.195206,1.603537,0.354546,1.836767,10.19234,0.909501,7.00232,-3.365234,2.368966,-2.21888,3.616084,1.142915,5.929836,0.6047993,0.5377281,-0.2241112,-0.4838614,-5.636973,-0.5403301,-1.324518,-0.9114226,1.046294,0.7792969,-0.2347984,0.2171377,1.271275,2.997414,0.6825871,0.2092664,-1.200103,2.127756,-2.366143,0.4289558,
107,3,770.8168,400,564,Balanced,Fire,-1.935747,0.1848336,2.547744,0.4102181,-2.085337,6.588104,0.8313853,6.922422,0.830104,4.116377,-3.237343,3.110776,2.188902,6.83052,2.282666,0.638917,0.3519783,-0.4268207,0.9840727,0.2193842,-0.5935792,-0.8955187,-1.040754,0.6769546,1.698199,0.4319364,0.4396206,2.674841,0.8483689,0.2162072,-0.9963974,2.190226,0.9836997,3.639209,
108,3,739.8552,296,684,Player,Balanced,2.451107,0.404386,0.6741961,0.3033384,1.76995,10.13277,1.15959,7.261947,-1.486345,3.023637,0.9389008,5.762533,-0.2794664,4.831427,0.4768053,0.5297651,2.351306,-0.2032178,-0.1185559,0.08497512,3.195343,-0.7687318,2.691462,0.8419574,3.691569,0.6115829,-1.83691,1.925899,-0.5149882,0.1640021,-0.6148797,2.308227,-1.64854,0.8065315,
109,3,770.3024,242,147,Lightning,Blaster,-2.241392,0.1735967,4.15455,0.5096582,-0.9906927,7.575944,2.238023,8.440842,1.015132,4.216462,-2.163054,3.646364,4.311205,8.791608,2.112078,0.629021,2.468136,-0.1891765,1.396175,0.2678274,-0.5442047,-0.8943581,-1.865735,0.6303145,0.6274819,0.3171141,-4.279797,1.334516,4.83695,0.4278172,1.609179,2.996194,-1.667883,0.7935329,
110,3,751.1436,16,180,Lightning,Player,2.911774,0.4324023,2.752486,0.4226563,0.336273,8.815071,0.4869211,6.577193,0.8609341,4.132935,0.4584649,5.38095,-2.307732,3.568455,-0.005756132,0.4996403,-0.1400028,-0.4757684,-1.583512,-0.0976271,-0.2270981,-0.8866304,0.02268356,0.7321721,-0.4609976,0.1900367,-0.1203738,2.472202,-4.450581,0.06832903,-0.7609875,2.262906,2.271945,4.532634,
111,3,769.8361,741,690,Laser,Ice,0.6770747,0.3034905,3.768994,0.4855662,2.749443,10.98069,0.3834959,6.475863,0.6260843,4.008026,-1.672029,3.924613,2.945121,7.516742,-0.4058009,0.4746592,-1.912581,-0.6285845,2.76517,0.4183137,0.4577857,-0.8682477,0.6115971,0.7600401,-1.026858,0.1210463,1.526794,3.10153,5.885863,0.4928669,-0.2361173,2.426235,2.22743,4.513429,
112,3,685.3972,781,293,Player,Player,1.12362,0.3275923,0.08534142,0.2731568,-1.977983,6.682526,-2.438303,4.166303,-1.198956,3.14209,1.913929,6.587461,1.808089,6.495006,0.6967608,0.5434378,2.513182,-0.1837416,1.748262,0.3081796,1.207992,-0.8452736,0.3832302,0.7494738,-2.818506,-0.1019577,-4.530348,1.285083,-0.83371,0.1533678,1.617392,2.998659,-3.969955,0.09262323,
113,3,730.9274,50,775,Ice,Laser,-0.2323783,0.2576737,4.36004,0.5224873,3.822179,11.83343,-2.412018,4.183681,0.7863758,4.092974,-2.520997,3.456943,-2.244266,3.602405,1.01397,0.5630359,0.9316132,-0.365785,0.005160952,0.1003066,1.692375,-0.8287659,-0.176351,0.7223026,-2.196491,-0.0245564,-2.465606,1.753658,1.295628,0.2357554,-1.476365,2.043803,-1.577929,0.8554451,
114,3,755.8372,580,213,Lightning,Fire,-1.206357,0.2138977,0.9774035,0.3195916,-0.7517392,7.797312,-1.428138,4.889731,-3.703608,2.272049,2.060105,6.716175,3.828565,8.339304,0.1283358,0.5080203,0.9719065,-0.3614143,0.5317772,0.1649512,-1.127095,-0.9073563,-0.6062879,0.7002373,-0.08337627,0.2350972,4.146606,4.28377,0.3976181,0.1977216,-0.5545619,2.326977,-0.5472143,1.832555,
115,3,768.7211,152,897,Balanced,Laser,1.940868,0.3740729,-0.3238136,0.2533256,0.3811241,8.857034,-2.396627,4.193891,0.8754103,4.140727,-0.1128914,4.951431,1.554808,6.276447,-1.075969,0.4331545,0.3058357,-0.4315261,3.12791,0.4550009,-2.109028,-0.9260307,2.18298,0.8242983,2.565172,0.5158339,0.9514918,2.870382,-1.111406,0.1445687,-1.278427,2.103858,5.814115,4.985119,
116,3,770.5748,516,35,Player,Acid,0.4163759,0.2898925,-2.056226,0.1803384,0.1048446,8.598286,-2.91825,3.862227,-4.500003,2.066905,-3.780688,2.876211,0.3879865,5.326506,-1.043266,0.435163,-2.188138,-0.64897,-1.385919,-0.07310921,0.626147,-0.8633578,-0.7623273,0.6919855,-0.9307463,0.1328665,1.813657,3.221104,0.3154387,0.1944829,6.971205,4.255213,0.5995676,3.227787,
117,3,675.8411,353,228,Player,Fire,-1.674591,0.1948736,3.027504,0.4395166,1.83786,10.19331,1.805383,7.957357,1.219501,4.32894,0.9084839,5.73785,-0.9285526,4.387111,-0.1540361,0.4903739,-1.415886,-0.5895563,-0.6516965,0.01853585,-1.210042,-0.9090847,2.902387,0.8488483,-0.5982314,0.1734496,-2.341066,1.786626,-5.443651,0.05411996,-0.1193015,2.462721,0.2819531,2.850125,
118,3,762.9474,476,915,Lightning,Ice,-1.627639,0.1967219,0.3586203,0.2869293,0.5100623,8.977536,3.234457,9.593682,2.678632,5.181573,3.305259,7.850313,0.002657789,5.036081,0.293452,0.5183325,-4.229221,-0.7733674,-0.542583,0.032166,0.8282545,-0.8572869,-2.406671,0.5982869,0.381074,0.2891462,1.928101,3.26958,0.980012,0.2218363,-4.568585,1.209633,-0.3685451,2.044463,
119,3,765.9771,487,287,Balanced,Player,-0.4795021,0.2460344,5.545762,0.5954255,-0.9333509,7.628932,-3.352131,3.608398,-0.6110919,3.39983,0.4111627,5.344365,2.832429,7.413108,-3.033025,0.319025,0.0896491,-0.4532586,-1.130295,-0.0412634,3.320896,-0.7631045,3.920592,0.878697,-0.6946098,0.1617409,0.6615008,2.758408,0.6083026,0.2062099,-2.916129,1.627036,-2.991449,0.2390684,
120,3,764.1058,817,136,Lightning,Laser,0.9828291,0.3198867,-1.803433,0.1898695,1.270093,9.680809,-2.413931,4.182413,-2.883472,2.517594,-0.7078235,4.534,-1.550233,3.996968,1.037093,0.5644577,-2.840952,-0.6937343,-1.309446,-0.06359482,0.4688312,-0.8679315,3.879907,0.8776086,2.454673,0.5056247,-0.9888352,2.181707,1.166438,0.229986,-1.137041,2.147048,-0.3771088,2.034122,
121,3,771.5922,574,56,Balanced,Fire,0.03253372,0.2705435,-1.032747,0.2212862,2.113158,10.43626,-0.0551641,6.058533,0.03534551,3.706823,0.8103794,5.658713,-0.6972787,4.541126,0.1226732,0.5076665,-0.1132522,-0.4731774,-0.219355,0.07245338,0.9554008,-0.8533536,-2.412814,0.5979177,-0.5190712,0.1830302,0.4378909,2.674196,1.399436,0.2404633,1.445493,2.946864,-0.8616297,1.484995,
122,3,746.4192,327,300,Laser,Player,2.665684,0.4173701,-2.734741,0.1566081,-0.8317156,7.723064,-1.605664,4.754239,-1.806917,2.897356,1.793425,6.482247,-3.357889,3.056706,-4.017821,0.2680664,2.929966,-0.1329623,0.1837986,0.1223586,3.222924,-0.7675037,-3.518069,0.5300843,0.4824383,0.3007144,-1.374258,2.062063,-0.4216434,0.1672267,1.047134,2.825373,2.615804,4.659359,
123,3,727.1587,758,464,Ice,Player,2.965782,0.4357191,1.075278,0.3249357,-3.45111,5.451391,1.310953,7.421822,0.9101043,4.159442,1.068815,5.868721,1.519459,6.24626,-1.533649,0.4053042,2.83848,-0.1441783,1.328962,0.2600111,1.28791,-0.8426425,-0.8724795,0.6860852,-3.607986,-0.1983345,-0.3613721,2.388682,2.162467,0.2770017,2.712754,3.316671,-1.01963,1.325497,
124,3,766.5404,785,134,Ice,Acid,0.4245495,0.2903134,-1.12179,0.2174741,-1.610252,7.010451,1.96347,8.132542,1.484974,4.477926,-5.727397,2.211641,2.737642,7.326264,-7.782736,0.1250248,-0.6299887,-0.5217552,1.474484,0.2768898,0.7145374,-0.8607299,-1.792066,0.6345956,1.389991,0.400084,1.370553,3.037594,-1.554029,0.1314148,-0.5452267,2.32988,0.1786614,2.722735,
125,3,764.3765,936,831,Ice,Acid,-0.8131489,0.2308909,-0.7404546,0.234134,-2.256613,6.438805,0.9177775,7.010819,3.078358,5.426508,-2.174896,3.639919,1.525066,6.251043,0.8741944,0.5544207,-4.445483,-0.7840068,1.561391,0.2868898,-2.310251,-0.9294035,-0.4738197,0.7071422,-1.002843,0.1240031,-0.1945053,2.446273,-0.3897859,0.1683388,1.400902,2.933361,-1.894809,0.6534857,
126,3,739.7897,370,330,Acid,Laser,-0.3953336,0.2499585,2.304711,0.3956025,1.435236,9.831282,2.380572,8.602773,1.088058,4.25637,-0.6227061,4.591806,1.741583,6.437243,-0.3824936,0.4761123,-1.371265,-0.5859054,1.117957,0.2352546,1.90262,-0.8211774,-1.305613,0.662308,-1.783535,0.02705145,-1.132829,2.136343,3.589777,0.3537592,-1.653779,1.990432,-1.986751,0.6030053,
127,3,769.2421,561,225,Ice,Laser,-2.479162,0.1652338,-1.618996,0.1970636,-1.748708,6.886207,2.572402,8.822495,1.290128,4.368267,-5.764328,2.201397,-0.3311997,4.794648,-0.08692338,0.4945675,3.214523,-0.09787029,-0.03453605,0.09539211,-1.168648,-0.9082258,2.114627,0.8218097,2.07147,0.4691141,1.789083,3.210751,2.37859,0.2879518,0.08255919,2.525799,4.136892,4.921394,
128,3,734.0812,364,603,Blaster,Fire,0.1559839,0.2766772,-1.511936,0.201333,3.617453,11.67768,1.777909,7.927097,2.312871,4.960903,-0.0563127,4.992738,0.8527849,5.692831,-2.377557,0.3556284,-2.753093,-0.6879939,-2.775651,-0.2420555,0.1920598,-0.8756629,0.4890021,0.754406,0.8260913,0.3392648,-1.656626,1.977999,-3.31001,0.0888707,0.5515838,2.672097,1.686498,4.218815,
129,3,750.1432,14,993,Laser,Blaster,-0.6541211,0.2380264,3.768994,0.4855662,1.726592,10.09401,-2.34837,4.226074,-0.2426194,3.571843,1.409981,6.153281,-1.237223,4.189045,-0.1819354,0.488631,2.462062,-0.1899084,2.37502,0.377274,-1.389664,-0.9127286,-0.6409962,0.6984128,-0.6093847,0.172097,-1.391095,2.056966,0.6583713,0.2082664,-1.575663,2.013875,-4.128564,0.07925348,
130,3,771.0109,386,728,Ice,Laser,1.894517,0.3713638,2.044545,0.3801613,1.165339,9.584843,-0.7682199,5.42494,-1.275731,3.109959,-3.10851,3.169873,1.350622,6.103197,0.02772237,0.5017326,-2.329683,-0.6590942,3.283445,0.4702808,0.4072202,-0.8696871,0.7027681,0.7641724,-0.1648357,0.2254547,0.0111177,2.51871,-0.8611866,0.152478,0.6976747,2.717472,-0.6479109,1.717302,
131,3,754.5402,310,868,Fire,Blaster,0.4059259,0.289355,0.02111194,0.2699804,-2.403413,6.312228,1.500189,7.624462,-0.00800732,3.68548,-0.3958681,4.749002,-2.64986,3.391471,-1.256836,0.4220877,1.682818,-0.2818105,-1.401518,-0.07504833,-0.9028929,-0.9025358,0.8033919,0.7686756,-0.2029374,0.2209293,1.602567,3.132842,0.1741594,0.1890093,-0.5342265,2.333302,-1.019317,1.325802,
132,3,755.3048,563,998,Acid,Laser,3.246099,0.4530202,-0.5035272,0.2449219,-1.593233,7.025783,1.799437,7.950803,2.195472,4.890917,2.723101,7.312971,0.3630691,5.307353,0.5752729,0.5358927,1.121078,-0.3450953,-2.868184,-0.2529135,-1.46333,-0.9141845,-5.142069,0.4291017,0.3539401,0.2860349,0.8178064,2.818377,1.516817,0.2458637,1.316248,2.907656,0.9490002,3.60457,
133,3,741.3351,995,552,Player,Laser,-0.8280367,0.2302307,1.873797,0.3701553,0.3392988,8.817902,-5.172254,2.742283,1.756865,4.633661,-3.516963,2.987142,-1.896891,3.794524,-0.004410998,0.4997243,-0.9787409,-0.552757,-0.004717737,0.09908414,-1.877877,-0.9219736,4.152944,0.8847535,3.299288,0.5799656,-1.062885,2.158279,-0.8170603,0.153909,2.508132,3.259082,-0.1303115,2.337341,
134,3,771.4266,525,94,Acid,Lightning,-2.665087,0.1589219,-0.7334641,0.2344475,-0.7111503,7.835047,4.429996,11.01013,2.63485,5.154968,-3.871177,2.83939,-1.404571,4.085254,2.728426,0.6642087,2.352212,-0.2031092,-0.4327209,0.0458777,-0.8636321,-0.901669,4.028094,0.8815325,-0.03511877,0.2407876,-2.532964,1.736061,2.896296,0.3151986,-0.3627768,2.38671,-3.531432,0.142155,
135,3,760.3487,183,573,Player,Acid,2.763001,0.4232979,3.401549,0.4626665,1.050819,9.479516,0.0341244,6.141819,-1.523048,3.008867,0.593321,5.48624,0.199276,5.182726,-1.494285,0.4076784,0.6513092,-0.3957388,-0.5706775,0.02865744,1.947685,-0.819517,-0.2675588,0.7177059,-1.525898,0.05919337,0.7940416,2.809201,-0.4390711,0.1666209,2.802341,3.341588,2.313234,4.549835,
136,3,765.8615,38,727,Player,Acid,0.2834759,0.2831011,-2.361962,0.1693149,-0.328477,8.192226,3.029875,9.35359,2.049008,4.804242,1.673306,6.378214,0.4199754,5.351167,0.3685829,0.5230201,-1.729402,-0.6145346,-0.8109985,-0.001374722,-2.064987,-0.9252729,1.152782,0.7838416,1.74333,0.436514,-2.221598,1.818781,1.671762,0.2531165,0.1148786,2.535897,2.219925,4.510123,
137,3,767.8217,570,95,Balanced,Player,-0.00493746,0.2686988,-0.5846548,0.2411905,1.158864,9.578899,-0.5115563,5.646467,0.06931475,3.723621,0.6141776,5.502654,0.512801,5.423199,0.3569703,0.5222958,3.789169,-0.02634776,1.09535,0.2325833,0.2236459,-0.8748006,-0.7187536,0.6943024,0.03689062,0.2492484,0.05097621,2.532939,-1.130073,0.1439925,0.5114641,2.659615,3.915245,4.90227,
138,3,742.8013,711,280,Laser,Balanced,-0.09018979,0.2645315,-1.215526,0.2135125,1.18523,9.603095,1.136335,7.237565,0.9367827,4.173874,-2.370069,3.53545,0.9392148,5.762787,-1.149525,0.4286451,-0.7168214,-0.5296098,0.7093866,0.186466,-2.618645,-0.9342977,0.467274,0.7533981,-1.749498,0.03130257,1.702414,3.174402,3.216204,0.332711,-1.556937,2.019508,0.7675329,3.414935,
139,3,771.7512,39,395,Lightning,Blaster,3.552772,0.4720773,-1.597366,0.1979206,-4.362045,4.77283,2.554727,8.802169,4.488152,6.304717,2.373905,6.99619,-1.586326,3.975387,0.9164084,0.5570263,0.9023551,-0.3689487,2.012231,0.3377306,0.4414385,-0.8687145,3.220256,0.8587643,1.091214,0.3682541,0.2304968,2.597773,1.950236,0.2665024,2.242406,3.182958,2.113548,4.461065,
140,3,756.1575,680,741,Lightning,Ice,-0.737524,0.2342654,0.9051417,0.3156761,-1.129187,7.448363,2.156404,8.348679,1.577827,4.530766,-1.877908,3.805332,-3.264763,3.098374,-2.047427,0.3747584,-3.216421,-0.7172959,-0.538105,0.03272521,-1.304478,-0.9110172,0.7880929,0.7679948,0.104364,0.2571418,1.055667,2.91136,-2.499535,0.1067017,0.1909454,2.559659,-3.308101,0.1764717,
141,3,764.4303,557,641,Ice,Laser,0.4245495,0.2903134,-1.12179,0.2174741,-1.610252,7.010451,-0.7735075,5.420455,1.484974,4.477926,-5.727397,2.211641,2.737642,7.326264,-3.318045,0.3037484,-0.6299887,-0.5217552,1.474484,0.2768898,0.7145374,-0.8607299,-1.792066,0.6345956,1.389991,0.400084,1.370553,3.037594,-1.554029,0.1314148,-0.5452267,2.32988,0.1786614,2.722735,
142,3,766.9442,173,222,Fire,Balanced,2.715684,0.4204128,-1.34255,0.2082284,-1.642774,6.981188,-1.028534,5.207887,-3.135749,2.438177,0.1469638,5.143393,-1.868945,3.810446,-1.447264,0.41052,0.9402525,-0.3648492,3.567253,0.4974461,-3.449132,-0.9459502,-0.7275612,0.693835,-1.548268,0.05640662,3.154522,3.814456,-0.8323956,0.1534105,0.3377587,2.605487,0.07197969,2.589936,
143,3,753.6495,219,682,Fire,Ice,-0.5129647,0.2444858,0.7365428,0.3066423,-2.243335,6.450318,0.7788779,6.869045,-0.05756735,3.661213,-0.7081894,4.533752,-1.132206,4.255469,-2.461013,0.3508618,-0.4394864,-0.5042104,1.903115,0.3255919,-2.619258,-0.9343071,-0.4961188,0.7059864,-0.6438918,0.1679083,-2.949052,1.63096,0.4310074,0.1990491,-4.775136,1.162914,-0.5502177,1.82907,
144,3,771.2194,532,292,Lightning,Ice,-2.730306,0.1567546,-0.8450025,0.2294798,-0.9939596,7.572928,1.351269,7.46474,2.850625,5.286543,-2.230996,3.609548,2.213275,6.852252,4.440038,0.7521309,-0.3529921,-0.4961033,-0.3201884,0.05990469,0.7975177,-0.8582245,3.612268,0.8702383,3.133659,0.566061,-0.1345308,2.467234,0.2062807,0.1902433,0.1120934,2.535027,3.832004,4.893967,
145,3,768.5021,65,25,Acid,Balanced,0.2794248,0.2828956,3.023468,0.4392681,-0.4269389,8.100124,7.105718,14.01329,1.433661,4.448884,1.391272,6.13747,1.685388,6.388638,-1.423121,0.4119814,-4.152304,-0.7694744,2.135798,0.3513427,-1.6652,-0.9180619,-2.405244,0.5983727,0.8490462,0.3418014,0.1464429,2.567264,2.803074,0.3101899,-0.08035082,2.474891,-3.283421,0.1807217,
146,3,768.3813,711,834,Lightning,Player,-0.00493746,0.2686988,-0.5846548,0.2411905,1.158864,9.578899,-0.5115563,5.646467,0.06931475,3.723621,0.6141776,5.502654,0.512801,5.423199,0.3569703,0.5222958,3.789169,-0.02634776,1.09535,0.2325833,0.2236459,-0.8748006,-0.7187536,0.6943024,0.03689062,0.2492484,0.05097621,2.532939,-1.130073,0.1439925,0.2722712,2.585052,3.915245,4.90227,
147,3,690.5134,103,671,Blaster,Fire,1.067608,0.3245153,-2.226083,0.1741465,0.4756058,8.945356,0.2286952,6.326267,0.5070292,3.9458,0.495054,5.409374,-1.27963,4.162506,-0.3266889,0.4795933,0.1895831,-0.4432772,-1.062394,-0.0327875,1.595646,-0.8321705,2.231114,0.8260343,-2.78086,-0.09729874,-2.744281,1.681915,1.685347,0.2537591,-0.8258398,2.242838,-1.63619,0.8149211,
148,3,3188.198,763,963,Lightning,Fire,-2.744749,0.1562779,-3.787055,0.1249067,1.112028,9.535864,-1.737677,4.65581,1.763686,4.637607,-1.399911,4.08811,2.071232,6.72602,-2.486256,0.3494259,-2.034614,-0.6377231,2.048095,0.3416964,0.6045998,-0.863992,6.552906,0.9332817,-2.519136,-0.06480122,3.084019,3.781975,-2.961523,0.09618244,0.08355764,2.526111,-1.037559,1.308107,
149,3,769.0135,868,675,Balanced,Blaster,-1.206357,0.2138977,0.9774035,0.3195916,-0.7517392,7.797312,-1.428138,4.889731,-3.703608,2.272049,2.060105,6.716175,3.828565,8.339304,0.1283358,0.5080203,0.9719065,-0.3614143,-3.408421,-0.3149694,-1.127095,-0.9073563,-0.6062879,0.7002373,-0.08337627,0.2350972,3.693466,4.066759,0.3976181,0.1977216,-0.5545619,2.326977,-0.5472143,1.832555,
150,3,767.0801,171,896,Player,Blaster,2.25203,0.3924578,-2.267497,0.1726625,-2.581781,6.160251,3.235743,9.595195,-0.265137,3.561104,2.98854,7.556777,-3.9292,2.816108,-0.1337597,0.4916408,-0.751225,-0.532697,-0.4626919,0.04213858,4.622987,-0.6993603,2.442239,0.8334891,3.079115,0.5614097,-4.1688,1.357037,-4.709963,0.06431472,0.2861699,2.58939,-2.03392,0.5784366,
151,3,770.8895,8,834,Lightning,Ice,-0.00493746,0.2686988,-0.5846548,0.2411905,1.158864,9.578899,-0.5115563,5.646467,0.06931475,3.723621,0.6141776,5.502654,0.512801,5.423199,0.3569703,0.5222958,3.789169,-0.02634776,1.09535,0.2325833,0.2236459,-0.8748006,-0.7187536,0.6943024,0.03689062,0.2492484,0.05097621,2.532939,-1.130073,0.1439925,0.2722712,2.585052,3.915245,4.90227,
152,3,757.6769,937,83,Laser,Lightning,-2.061459,0.1801451,0.08186646,0.2729844,0.05721005,8.553633,-0.5518802,5.611172,1.313553,4.381361,-2.761325,3.335984,-1.713437E-05,5.034109,-1.094941,0.4319904,-2.181948,-0.6485219,2.47271,0.3876987,2.843694,-0.7839909,1.079586,0.7807251,2.989474,0.5536879,1.95288,3.280133,-0.33714,0.1701895,1.219011,2.87802,-0.435304,1.964303,
153,3,769.642,749,879,Ice,Player,-2.708201,0.1574865,2.416152,0.4022829,-1.222688,7.362572,0.6578512,6.747036,0.355544,3.867719,0.4811988,5.398598,-1.202388,4.210968,-1.24683,0.422698,0.3650185,-0.4254867,-2.184849,-0.1713974,-0.01095117,-0.8810842,-2.409986,0.5980877,-0.4755323,0.1882849,1.040596,2.905408,2.29449,0.2836602,3.50616,3.530523,-0.5724392,1.803371,
154,3,734.4321,834,500,Blaster,Player,-1.386173,0.2064361,-0.9616398,0.2243646,1.073955,9.500828,-0.09058031,6.025737,2.150343,4.864132,-1.932746,3.774199,0.8507535,5.691193,-0.1338035,0.4916381,-1.887483,-0.6266831,0.8747632,0.2063398,4.340599,-0.7139916,-0.373812,0.712293,-2.295447,-0.03691411,0.2010597,2.587058,0.2956181,0.1937078,3.093085,3.421141,0.5631016,3.185849,
155,3,768.1526,367,25,Player,Lightning,0.2794248,0.2828956,3.023468,0.4392681,-0.4269389,8.100124,2.742001,9.018319,1.433661,4.448884,1.391272,6.13747,1.685388,6.388638,-1.423121,0.4119814,-4.152304,-0.7694744,2.135798,0.3513427,-1.6652,-0.9180619,-2.405244,0.5983727,0.8490462,0.3418014,0.1464429,2.567264,2.803074,0.3101899,-0.08035082,2.474891,-3.283421,0.1807217,
